raw_log,user_id,timestamp,action,amount,currency,location,device,amount_in_dollars,date,hour,day,month,year,txn_time_diff_hours,is_same_location,is_atm,transaction_risk,device_type,is_same_device,hour_risk,avg_prev_amount,amount_difference_from_avg,cluster
2025-07-17 15:27:06::user1005::cashout::597.18::liverpool::none,user1005,2025-07-17 15:27:06,cashout,597.18,none,liverpool,none,597.18,2025-07-17,15,17,7,2025,7.3405555555555555,False,False,high,non-smart,False,Low,2834.9253685185186,-2237.7453685185187,0
18/07/2025 00:06:48 ::: user1005 *** purchase ::: amt:3531.78$ @ cardiff <samsung galaxy s10>,user1005,2025-07-18 00:06:48,purchase,3531.78,$,cardiff,samsung galaxy s10,3531.78,2025-07-18,0,18,7,2025,8.661666666666667,False,False,moderate,smart,False,High,2794.2390890909096,737.5409109090906,0
18/07/2025 00:07:48 ::: user1005 *** cashout ::: amt:3461.42€ @ birmingham <huawei p30>,user1005,2025-07-18 00:07:48,cashout,3461.42,€,birmingham,huawei p30,5538.272000000001,2025-07-18,0,18,7,2025,0.016666666666666666,False,False,high,smart,False,High,2807.4094625000002,2730.8625375000006,0
2025-07-19 02:31:33 | user: user1005 | txn: withdrawal of $4007.99 from birmingham | device: nokia 3310,user1005,2025-07-19 02:31:33,withdrawal,4007.99,$,birmingham,nokia 3310,4007.99,2025-07-19,2,19,7,2025,26.395833333333332,True,False,high,non-smart,False,High,2855.3193315789476,1152.6706684210521,0
2025-07-19 20:23:59 - user=user1005 - action=refund $4143.53 - atm: leeds - device=xiaomi mi 11,user1005,2025-07-19 20:23:59,refund,4143.53,$,leeds,xiaomi mi 11,4143.53,2025-07-19,20,19,7,2025,17.87388888888889,False,True,high,smart,False,Low,2875.1929637931034,1268.3370362068963,0
2025-07-20 07:05:44::user1005::withdrawal::1088.31::cardiff::pixel 6,user1005,2025-07-20 07:05:44,withdrawal,1088.31,none,cardiff,pixel 6,1088.31,2025-07-20,7,20,7,2025,10.695833333333333,False,False,high,smart,False,Low,2896.6902016949152,-1808.3802016949153,0
user1005 2025-07-20 22:53:29 withdrawal 4326.41 none samsung galaxy s10,user1005,2025-07-20 22:53:29,withdrawal,4326.41,none,none,samsung galaxy s10,4326.41,2025-07-20,22,20,7,2025,15.795833333333333,False,False,high,smart,False,High,2866.5505316666668,1459.859468333333,0
21/07/2025 01:49:01 ::: user1005 *** transfer ::: amt:2156.62£ @ glasgow <samsung galaxy s10>,user1005,2025-07-21 01:49:01,transfer,2156.62,£,glasgow,samsung galaxy s10,2868.3046,2025-07-21,1,21,7,2025,2.9255555555555555,False,False,high,smart,False,High,2890.482654098361,-22.178054098360917,0
2025-07-21 05:08:08 >> [user1005] did transfer - amt=£3253.92 - birmingham // dev:xiaomi mi 11,user1005,2025-07-21 05:08:08,transfer,3253.92,£,birmingham,xiaomi mi 11,4327.7136,2025-07-21,5,21,7,2025,3.318611111111111,False,False,high,smart,False,High,2890.1249435483874,1437.5886564516127,0
2025-07-21 09:08:50 | user: user1005 | txn: purchase of $3443.89 from liverpool | device: pixel 6,user1005,2025-07-21 09:08:50,purchase,3443.89,$,liverpool,pixel 6,3443.89,2025-07-21,9,21,7,2025,4.011666666666667,False,False,moderate,smart,False,Low,2912.9438111111112,530.9461888888886,0
user1005 2025-07-21 09:56:18 debit 1409.34 none iphone 13,user1005,2025-07-21 09:56:18,debit,1409.34,none,none,iphone 13,1409.34,2025-07-21,9,21,7,2025,0.7911111111111111,False,False,moderate,smart,False,Low,2921.2398453125,-1511.8998453125002,0
2025-07-21 18:21:37 | user: user1005 | txn: withdrawal of $3583.89 from london | device: none,user1005,2025-07-21 18:21:37,withdrawal,3583.89,$,london,none,3583.89,2025-07-21,18,21,7,2025,8.421944444444444,False,False,high,non-smart,False,Low,2897.979847692308,685.910152307692,0
user1005 2025-07-22 06:06:20 refund 3429.08 manchester nokia 3310,user1005,2025-07-22 06:06:20,refund,3429.08,none,manchester,nokia 3310,3429.08,2025-07-22,6,22,7,2025,11.745277777777778,False,False,high,non-smart,False,High,2908.3724257575755,520.7075742424245,0
2025-07-22 16:40:58::user1005::purchase::2698.27::london::pixel 6,user1005,2025-07-22 16:40:58,purchase,2698.27,none,london,pixel 6,2698.27,2025-07-22,16,22,7,2025,10.577222222222222,False,False,moderate,smart,False,Low,2916.144180597015,-217.87418059701486,0
2025-07-23 20:24:06 >> [user1005] did withdrawal - amt=£1277.07 - manchester // dev:iphone 13,user1005,2025-07-23 20:24:06,withdrawal,1277.07,£,manchester,iphone 13,1698.5031,2025-07-23,20,23,7,2025,27.718888888888888,False,False,high,smart,False,Low,2912.9401485294115,-1214.4370485294116,0
2025-07-24 05:51:19 - user=user1005 - action=refund £514.77 - atm: leeds - device=xiaomi mi 11,user1005,2025-07-24 05:51:19,refund,514.77,£,leeds,xiaomi mi 11,684.6441,2025-07-24,5,24,7,2025,9.453611111111112,False,True,high,smart,False,High,2895.339611594203,-2210.695511594203,0
2025-07-25 09:11:34 | user: user1005 | txn: debit of €1340.41 from leeds | device: none,user1005,2025-07-25 09:11:34,debit,1340.41,€,leeds,none,2144.6560000000004,2025-07-25,9,25,7,2025,27.3375,True,False,moderate,non-smart,False,Low,2863.7582471428573,-719.1022471428569,0
25/07/2025 16:48:15 ::: user1005 *** deposit ::: amt:2673.64£ @ none <samsung galaxy s10>,user1005,2025-07-25 16:48:15,deposit,2673.64,£,none,samsung galaxy s10,3555.9412,2025-07-25,16,25,7,2025,7.6113888888888885,False,False,low,smart,True,Low,2853.6300464788733,702.3111535211269,0
26/07/2025 00:16:24 ::: user1005 *** transfer ::: amt:729.38£ @ manchester <iphone 13>,user1005,2025-07-26 00:16:24,transfer,729.38,£,manchester,iphone 13,970.0754000000001,2025-07-26,0,26,7,2025,7.469166666666666,False,False,high,smart,False,High,2863.3843680555556,-1893.3089680555554,0
2025-07-26 06:48:00 >> [user1005] did cashout - amt=€857.47 - leeds // dev:samsung galaxy s10,user1005,2025-07-26 06:48:00,cashout,857.47,€,leeds,samsung galaxy s10,1371.9520000000002,2025-07-26,6,26,7,2025,6.526666666666666,False,False,high,smart,False,High,2837.4486287671234,-1465.4966287671232,0
2025-07-26 09:13:07 >> [user1005] did purchase - amt=€3884.62 - leeds // dev:iphone 13,user1005,2025-07-26 09:13:07,purchase,3884.62,€,leeds,iphone 13,6215.392,2025-07-26,9,26,7,2025,2.4186111111111113,True,False,moderate,smart,False,Low,2817.6446202702705,3397.7473797297293,0
2025-07-26 14:43:40 >> [user1005] did refund - amt=$1326.51 - leeds // dev:nokia 3310,user1005,2025-07-26 14:43:40,refund,1326.51,$,leeds,nokia 3310,1326.51,2025-07-26,14,26,7,2025,5.509166666666666,True,False,high,non-smart,False,Low,2862.9479186666667,-1536.4379186666667,0
26/07/2025 17:41:49 ::: user1005 *** transfer ::: amt:1246.37£ @ cardiff <nokia 3310>,user1005,2025-07-26 17:41:49,transfer,1246.37,£,cardiff,nokia 3310,1657.6721,2025-07-26,17,26,7,2025,2.9691666666666667,False,False,high,non-smart,False,Low,2842.731630263158,-1185.059530263158,0
2025-07-26 19:11:47 - user=user1005 - action=purchase $2461.78 - atm: liverpool - device=iphone 13,user1005,2025-07-26 19:11:47,purchase,2461.78,$,liverpool,iphone 13,2461.78,2025-07-26,19,26,7,2025,1.4994444444444444,False,True,moderate,smart,False,Low,2827.341246753247,-365.5612467532469,0
2025-07-27 00:56:11::user1005::refund::4516.1::leeds::nokia 3310,user1005,2025-07-27 00:56:11,refund,4516.1,none,leeds,nokia 3310,4516.1,2025-07-27,0,27,7,2025,5.74,False,False,high,non-smart,False,High,2822.654564102564,1693.4454358974363,0
27/07/2025 03:29:18 ::: user1005 *** debit ::: amt:1343.42$ @ birmingham <none>,user1005,2025-07-27 03:29:18,debit,1343.42,$,birmingham,none,1343.42,2025-07-27,3,27,7,2025,2.5519444444444446,False,False,moderate,non-smart,False,High,2844.090582278481,-1500.670582278481,0
2025-07-27 20:16:34 | user: user1005 | txn: cashout of €1700.04 from cardiff | device: nokia 3310,user1005,2025-07-27 20:16:34,cashout,1700.04,€,cardiff,nokia 3310,2720.0640000000003,2025-07-27,20,27,7,2025,16.787777777777777,False,False,high,non-smart,False,Low,2825.3322,-105.26819999999952,0
2025-07-28 17:02:25 >> [user1005] did cashout - amt=£3267.16 - glasgow // dev:iphone 13,user1005,2025-07-28 17:02:25,cashout,3267.16,£,glasgow,iphone 13,4345.3228,2025-07-28,17,28,7,2025,20.764166666666668,False,False,high,smart,False,Low,2824.0325925925927,1521.2902074074073,0
user1005 2025-07-29 06:53:35 transfer 2026.51 manchester samsung galaxy s10,user1005,2025-07-29 06:53:35,transfer,2026.51,none,manchester,samsung galaxy s10,2026.51,2025-07-29,6,29,7,2025,13.852777777777778,False,False,high,smart,False,High,2842.584912195122,-816.0749121951219,0
2025-07-29 12:04:58::user1005::debit::4936.67::liverpool::huawei p30,user1005,2025-07-29 12:04:58,debit,4936.67,none,liverpool,huawei p30,4936.67,2025-07-29,12,29,7,2025,5.189722222222223,False,False,moderate,smart,False,Low,2832.75268433735,2103.9173156626503,0
usr:user1005|cashout|$2819.96|london|2025-07-29 17:12:16|none,user1005,2025-07-29 17:12:16,cashout,2819.96,$,london,none,2819.96,2025-07-29,17,29,7,2025,5.121666666666667,False,False,high,non-smart,False,Low,2857.799319047619,-37.83931904761903,0
29/07/2025 20:46:45 ::: user1005 *** refund ::: amt:582.4€ @ glasgow <xiaomi mi 11>,user1005,2025-07-29 20:46:45,refund,582.4,€,glasgow,xiaomi mi 11,931.84,2025-07-29,20,29,7,2025,3.5747222222222224,False,False,high,smart,False,Low,2857.3541505882354,-1925.5141505882352,0
user1006 2025-06-03 18:20:59 cashout 909.44 london none,user1006,2025-06-03 18:20:59,cashout,909.44,none,london,none,909.44,2025-06-03,18,3,6,2025,-1.0,False,False,high,non-smart,False,Low,909.44,0.0,0
2025-06-05 13:36:52 - user=user1006 - action=refund €734.96 - atm: liverpool - device=nokia 3310,user1006,2025-06-05 13:36:52,refund,734.96,€,liverpool,nokia 3310,1175.9360000000001,2025-06-05,13,5,6,2025,43.264722222222225,False,True,high,non-smart,False,Low,909.44,266.4960000000001,-1
2025-06-06 12:30:44 >> [user1006] did purchase - amt=$2149.0 - manchester // dev:none,user1006,2025-06-06 12:30:44,purchase,2149.0,$,manchester,none,2149.0,2025-06-06,12,6,6,2025,22.897777777777776,False,False,moderate,non-smart,False,Low,1042.688,1106.312,-1
user1006 2025-06-07 17:19:58 purchase 3323.25 leeds xiaomi mi 11,user1006,2025-06-07 17:19:58,purchase,3323.25,none,leeds,xiaomi mi 11,3323.25,2025-06-07,17,7,6,2025,28.820555555555554,False,False,moderate,smart,False,Low,1411.4586666666667,1911.7913333333333,0
user1006 2025-06-08 18:37:56 refund 4348.3 cardiff samsung galaxy s10,user1006,2025-06-08 18:37:56,refund,4348.3,none,cardiff,samsung galaxy s10,4348.3,2025-06-08,18,8,6,2025,25.299444444444443,False,False,high,smart,False,Low,1889.4065,2458.8935,0
usr:user1006|top-up|€849.12|birmingham|2025-06-10 16:18:34|pixel 6,user1006,2025-06-10 16:18:34,top-up,849.12,€,birmingham,pixel 6,1358.592,2025-06-10,16,10,6,2025,45.67722222222222,False,False,low,smart,False,Low,2381.1852,-1022.5931999999998,0
2025-06-10 16:33:28 >> [user1006] did top-up - amt=€3420.97 - london // dev:xiaomi mi 11,user1006,2025-06-10 16:33:28,top-up,3420.97,€,london,xiaomi mi 11,5473.552,2025-06-10,16,10,6,2025,0.24833333333333332,False,False,low,smart,False,Low,2210.753,3262.7989999999995,0
usr:user1006|deposit|$854.48|leeds|2025-06-12 02:06:54|nokia 3310,user1006,2025-06-12 02:06:54,deposit,854.48,$,leeds,nokia 3310,854.48,2025-06-12,2,12,6,2025,33.55722222222222,False,False,low,non-smart,False,High,2676.867142857143,-1822.3871428571429,0
2025-06-13 20:56:14 >> [user1006] did transfer - amt=€586.94 - cardiff // dev:pixel 6,user1006,2025-06-13 20:56:14,transfer,586.94,€,cardiff,pixel 6,939.1040000000002,2025-06-13,20,13,6,2025,42.82222222222222,False,False,high,smart,False,Low,2449.06875,-1509.9647499999996,0
25/06/2025 07:42:49 ::: user1006 *** cashout ::: amt:779.05£ @ leeds <huawei p30>,user1006,2025-06-25 07:42:49,cashout,779.05,£,leeds,huawei p30,1036.1365,2025-06-25,7,25,6,2025,274.7763888888889,False,False,high,smart,False,Low,2281.2948888888886,-1245.1583888888886,-1
2025-06-25 12:02:23::user1006::debit::3323.25::cardiff::iphone 13,user1006,2025-06-25 12:02:23,debit,3323.25,none,cardiff,iphone 13,3323.25,2025-06-25,12,25,6,2025,4.3261111111111115,False,False,moderate,smart,False,Low,2156.77905,1166.47095,0
usr:user1006|purchase|€1222.71|manchester|2025-06-27 01:47:49|huawei p30,user1006,2025-06-27 01:47:49,purchase,1222.71,€,manchester,huawei p30,1956.3360000000002,2025-06-27,1,27,6,2025,37.757222222222225,False,False,moderate,smart,False,High,2262.8218636363636,-306.4858636363633,0
28/06/2025 12:04:19 ::: user1006 *** top-up ::: amt:1744.95€ @ none <nokia 3310>,user1006,2025-06-28 12:04:19,top-up,1744.95,€,none,nokia 3310,2791.92,2025-06-28,12,28,6,2025,34.275,False,False,low,non-smart,False,Low,2237.281375,554.638625,0
29/06/2025 16:00:57 ::: user1006 *** withdrawal ::: amt:512.77£ @ birmingham <iphone 13>,user1006,2025-06-29 16:00:57,withdrawal,512.77,£,birmingham,iphone 13,681.9841,2025-06-29,16,29,6,2025,27.94388888888889,False,False,high,smart,False,Low,2279.945884615385,-1597.9617846153847,0
2025-06-30 14:26:54 - user=user1006 - action=cashout $1221.6 - atm: glasgow - device=iphone 13,user1006,2025-06-30 14:26:54,cashout,1221.6,$,glasgow,iphone 13,1221.6,2025-06-30,14,30,6,2025,22.4325,False,True,high,smart,False,Low,2165.805757142857,-944.2057571428572,0
2025-07-01 16:52:27 - user=user1006 - action=debit £3442.34 - atm: birmingham - device=nokia 3310,user1006,2025-07-01 16:52:27,debit,3442.34,£,birmingham,nokia 3310,4578.3122,2025-07-01,16,1,7,2025,26.425833333333333,False,True,moderate,non-smart,False,Low,2102.858706666667,2475.4534933333334,0
usr:user1006|top-up|£4116.75|liverpool|2025-07-03 12:25:19|none,user1006,2025-07-03 12:25:19,top-up,4116.75,£,liverpool,none,5475.2775,2025-07-03,12,3,7,2025,43.547777777777775,False,False,low,non-smart,False,Low,2257.5745500000003,3217.70295,0
04/07/2025 00:03:49 ::: user1006 *** withdrawal ::: amt:667.72€ @ leeds <nokia 3310>,user1006,2025-07-04 00:03:49,withdrawal,667.72,€,leeds,nokia 3310,1068.352,2025-07-04,0,4,7,2025,11.641666666666667,False,False,high,non-smart,False,High,2446.851194117647,-1378.499194117647,0
2025-07-05 12:38:06::user1006::cashout::2203.89::london::huawei p30,user1006,2025-07-05 12:38:06,cashout,2203.89,none,london,huawei p30,2203.89,2025-07-05,12,5,7,2025,36.57138888888889,False,False,high,smart,False,Low,2370.2679055555554,-166.37790555555557,0
2025-07-06 04:45:55 >> [user1006] did transfer - amt=£4978.76 - none // dev:xiaomi mi 11,user1006,2025-07-06 04:45:55,transfer,4978.76,£,none,xiaomi mi 11,6621.750800000001,2025-07-06,4,6,7,2025,16.130277777777778,False,False,high,smart,False,High,2361.5111736842105,4260.23962631579,0
2025-07-08 04:41:53::user1006::transfer::484.01::none::none,user1006,2025-07-08 04:41:53,transfer,484.01,none,none,none,484.01,2025-07-08,4,8,7,2025,47.93277777777778,True,False,high,non-smart,False,High,2574.523155,-2090.5131549999996,0
2025-07-09 03:06:21 - user=user1006 - action=transfer £2053.94 - atm: leeds - device=nokia 3310,user1006,2025-07-09 03:06:21,transfer,2053.94,£,leeds,nokia 3310,2731.7402,2025-07-09,3,9,7,2025,22.407777777777778,False,True,high,non-smart,False,High,2474.97490952381,256.76529047619033,0
10/07/2025 20:42:35 ::: user1006 *** withdrawal ::: amt:455.24€ @ liverpool <samsung galaxy s10>,user1006,2025-07-10 20:42:35,withdrawal,455.24,€,liverpool,samsung galaxy s10,728.384,2025-07-10,20,10,7,2025,41.60388888888889,False,False,high,smart,False,Low,2486.646059090909,-1758.2620590909091,0
2025-07-11 18:51:14 | user: user1006 | txn: transfer of $3222.16 from none | device: none,user1006,2025-07-11 18:51:14,transfer,3222.16,$,none,none,3222.16,2025-07-11,18,11,7,2025,22.144166666666667,False,False,high,non-smart,False,Low,2410.1998826086956,811.9601173913043,0
2025-07-12 10:17:23 - user=user1006 - action=purchase €3504.34 - atm: cardiff - device=samsung galaxy s10,user1006,2025-07-12 10:17:23,purchase,3504.34,€,cardiff,samsung galaxy s10,5606.944,2025-07-12,10,12,7,2025,15.435833333333333,False,True,moderate,smart,False,Low,2444.031554166667,3162.9124458333335,0
user1006 2025-07-14 14:00:55 top-up 637.25 cardiff iphone 13,user1006,2025-07-14 14:00:55,top-up,637.25,none,cardiff,iphone 13,637.25,2025-07-14,14,14,7,2025,51.72555555555556,True,False,low,smart,False,Low,2570.548052,-1933.298052,0
user1006 2025-07-15 08:59:57 top-up 797.11 cardiff nokia 3310,user1006,2025-07-15 08:59:57,top-up,797.11,none,cardiff,nokia 3310,797.11,2025-07-15,8,15,7,2025,18.983888888888888,True,False,low,non-smart,False,Low,2496.1904346153847,-1699.0804346153845,0
usr:user1006|deposit|$1455.96|liverpool|2025-07-16 03:16:02|none,user1006,2025-07-16 03:16:02,deposit,1455.96,$,liverpool,none,1455.96,2025-07-16,3,16,7,2025,18.268055555555556,False,False,low,non-smart,False,High,2433.26152962963,-977.3015296296298,0
2025-07-16 07:40:18 >> [user1006] did refund - amt=£3476.02 - glasgow // dev:nokia 3310,user1006,2025-07-16 07:40:18,refund,3476.02,£,glasgow,nokia 3310,4623.1066,2025-07-16,7,16,7,2025,4.404444444444445,False,False,high,non-smart,False,Low,2398.357903571429,2224.7486964285713,0
usr:user1006|transfer|€32.36|manchester|2025-07-18 13:56:31|nokia 3310,user1006,2025-07-18 13:56:31,transfer,32.36,€,manchester,nokia 3310,51.776,2025-07-18,13,18,7,2025,54.27027777777778,False,False,high,non-smart,False,Low,2475.073375862069,-2423.297375862069,0
2025-07-20 04:20:18 | user: user1006 | txn: transfer of €4928.77 from liverpool | device: nokia 3310,user1006,2025-07-20 04:20:18,transfer,4928.77,€,liverpool,nokia 3310,7886.032000000001,2025-07-20,4,20,7,2025,38.396388888888886,False,False,high,non-smart,False,High,2394.296796666667,5491.735203333334,0
2025-07-21 12:54:15 - user=user1006 - action=cashout £753.56 - atm: leeds - device=xiaomi mi 11,user1006,2025-07-21 12:54:15,cashout,753.56,£,leeds,xiaomi mi 11,1002.2348,2025-07-21,12,21,7,2025,32.56583333333333,False,True,high,smart,False,Low,2571.4495451612906,-1569.2147451612907,0
21/07/2025 17:01:41 ::: user1006 *** withdrawal ::: amt:2222.21$ @ leeds <huawei p30>,user1006,2025-07-21 17:01:41,withdrawal,2222.21,$,leeds,huawei p30,2222.21,2025-07-21,17,21,7,2025,4.123888888888889,True,False,high,smart,False,Low,2522.411584375,-300.20158437500004,0
2025-07-29 17:01:17 | user: user1006 | txn: refund of £445.97 from birmingham | device: pixel 6,user1006,2025-07-29 17:01:17,refund,445.97,£,birmingham,pixel 6,593.1401000000001,2025-07-29,17,29,7,2025,191.99333333333334,False,False,high,smart,False,Low,2513.314566666667,-1920.1744666666668,-1
2025-06-02 11:28:39 | user: user1007 | txn: withdrawal of £1966.94 from liverpool | device: none,user1007,2025-06-02 11:28:39,withdrawal,1966.94,£,liverpool,none,2616.0302,2025-06-02,11,2,6,2025,-1.0,False,False,high,non-smart,False,Low,2616.0302,0.0,0
usr:user1007|cashout|$4611.82|liverpool|2025-06-03 09:05:20|samsung galaxy s10,user1007,2025-06-03 09:05:20,cashout,4611.82,$,liverpool,samsung galaxy s10,4611.82,2025-06-03,9,3,6,2025,21.61138888888889,True,False,high,smart,False,Low,2616.0302,1995.7897999999996,0
2025-06-07 06:43:19 >> [user1007] did transfer - amt=$4931.1 - london // dev:pixel 6,user1007,2025-06-07 06:43:19,transfer,4931.1,$,london,pixel 6,4931.1,2025-06-07,6,7,6,2025,93.63305555555556,False,False,high,smart,False,High,3613.9251,1317.1749000000004,-1
